year,month,site_code,indicateur,sous_indicateur,unite,value,type,value_crise
2011,5,PLF,Confort et propreté de la chambre,Mauvais,%,0.37,VOLATILE,0.43
2011,6,PLF,Confort et propreté de la chambre,Mauvais,%,0.37,VOLATILE,0.45
2011,7,PLF,Confort et propreté de la chambre,Mauvais,%,0.35,VOLATILE,0.33
2011,8,PLF,Confort et propreté de la chambre,Mauvais,%,0.35,VOLATILE,0.36
2011,9,PLF,Confort et propreté de la chambre,Mauvais,%,0.35,VOLATILE,0.45
2011,10,PLF,Confort et propreté de la chambre,Mauvais,%,0.35,VOLATILE,0.36
2011,11,PLF,Confort et propreté de la chambre,Mauvais,%,0.37,VOLATILE,0.33
2011,12,PLF,Confort et propreté de la chambre,Mauvais,%,0.37,VOLATILE,0.36
2012,1,PLF,Confort et propreté de la chambre,Mauvais,%,0.39,VOLATILE,0.29
2012,2,PLF,Confort et propreté de la chambre,Mauvais,%,0.37,VOLATILE,0.31
2012,3,PLF,Confort et propreté de la chambre,Mauvais,%,0.35,VOLATILE,0.33
2012,4,PLF,Confort et propreté de la chambre,Mauvais,%,0.37,VOLATILE,0.38
2012,5,PLF,Confort et propreté de la chambre,Mauvais,%,0.37,VOLATILE,0.43
2012,6,PLF,Confort et propreté de la chambre,Mauvais,%,0.37,VOLATILE,0.45
2012,7,PLF,Confort et propreté de la chambre,Mauvais,%,0.35,VOLATILE,0.33
2012,8,PLF,Confort et propreté de la chambre,Mauvais,%,0.35,VOLATILE,0.36
2012,9,PLF,Confort et propreté de la chambre,Mauvais,%,0.35,VOLATILE,0.45
2012,10,PLF,Confort et propreté de la chambre,Mauvais,%,0.35,VOLATILE,0.36
2012,11,PLF,Confort et propreté de la chambre,Mauvais,%,0.37,VOLATILE,0.33
2012,12,PLF,Confort et propreté de la chambre,Mauvais,%,0.37,VOLATILE,0.36
2013,1,PLF,Confort et propreté de la chambre,Mauvais,%,0.39,VOLATILE,0.29
2013,2,PLF,Confort et propreté de la chambre,Mauvais,%,0.37,VOLATILE,0.31
2013,3,PLF,Confort et propreté de la chambre,Mauvais,%,0.35,VOLATILE,0.33
2013,4,PLF,Confort et propreté de la chambre,Mauvais,%,0.37,VOLATILE,0.38
2013,5,PLF,Confort et propreté de la chambre,Mauvais,%,0.37,VOLATILE,0.43
2013,6,PLF,Confort et propreté de la chambre,Mauvais,%,0.37,VOLATILE,0.45
2013,7,PLF,Confort et propreté de la chambre,Mauvais,%,0.35,VOLATILE,0.33
2013,8,PLF,Confort et propreté de la chambre,Mauvais,%,0.35,VOLATILE,0.36
2013,9,PLF,Confort et propreté de la chambre,Mauvais,%,0.35,VOLATILE,0.45
2013,10,PLF,Confort et propreté de la chambre,Mauvais,%,0.35,VOLATILE,0.36
2013,11,PLF,Confort et propreté de la chambre,Mauvais,%,0.37,VOLATILE,0.33
2013,12,PLF,Confort et propreté de la chambre,Mauvais,%,0.37,VOLATILE,0.36
2017,1,PLF,Confort et propreté de la chambre,Mauvais,%,0.39,,0.29
2017,2,PLF,Confort et propreté de la chambre,Mauvais,%,0.37,,0.31
2017,3,PLF,Confort et propreté de la chambre,Mauvais,%,0.35,,0.33
2017,4,PLF,Confort et propreté de la chambre,Mauvais,%,0.37,,0.38
2017,5,PLF,Confort et propreté de la chambre,Mauvais,%,0.37,,0.43
2017,6,PLF,Confort et propreté de la chambre,Mauvais,%,0.37,,0.45
2017,7,PLF,Confort et propreté de la chambre,Mauvais,%,0.35,,0.33
2017,8,PLF,Confort et propreté de la chambre,Mauvais,%,0.35,,0.36
2017,9,PLF,Confort et propreté de la chambre,Mauvais,%,0.35,,0.45
2017,10,PLF,Confort et propreté de la chambre,Mauvais,%,0.35,,0.36
2017,11,PLF,Confort et propreté de la chambre,Mauvais,%,0.37,,0.33
2017,12,PLF,Confort et propreté de la chambre,Mauvais,%,0.37,,0.36
2011,1,PLF,Confort et propreté de la chambre,Tres bon ,%,1.33,VOLATILE,1.01
2011,2,PLF,Confort et propreté de la chambre,Tres bon ,%,1.26,VOLATILE,0.99
2011,3,PLF,Confort et propreté de la chambre,Tres bon ,%,1.21,VOLATILE,1.14
2011,4,PLF,Confort et propreté de la chambre,Tres bon ,%,1.33,VOLATILE,1.36
2011,5,PLF,Confort et propreté de la chambre,Tres bon ,%,1.27,VOLATILE,1.46
2011,6,PLF,Confort et propreté de la chambre,Tres bon ,%,1.24,VOLATILE,1.46
2011,7,PLF,Confort et propreté de la chambre,Tres bon ,%,1.18,VOLATILE,1.27
2011,8,PLF,Confort et propreté de la chambre,Tres bon ,%,1.27,VOLATILE,1.29
2011,9,PLF,Confort et propreté de la chambre,Tres bon ,%,1.19,VOLATILE,1.5
2011,10,PLF,Confort et propreté de la chambre,Tres bon ,%,1.16,VOLATILE,1.22
2011,11,PLF,Confort et propreté de la chambre,Tres bon ,%,1.27,VOLATILE,1.16
2011,12,PLF,Confort et propreté de la chambre,Tres bon ,%,1.29,VOLATILE,1.15
2012,1,PLF,Confort et propreté de la chambre,Tres bon ,%,1.31,VOLATILE,0.95
2012,2,PLF,Confort et propreté de la chambre,Tres bon ,%,1.28,VOLATILE,1.06
2012,3,PLF,Confort et propreté de la chambre,Tres bon ,%,1.2,VOLATILE,1.19
2012,4,PLF,Confort et propreté de la chambre,Tres bon ,%,1.27,VOLATILE,1.32
2012,5,PLF,Confort et propreté de la chambre,Tres bon ,%,1.28,VOLATILE,1.47
2012,6,PLF,Confort et propreté de la chambre,Tres bon ,%,1.3,VOLATILE,1.49
2012,7,PLF,Confort et propreté de la chambre,Tres bon ,%,1.2,VOLATILE,1.11
2012,8,PLF,Confort et propreté de la chambre,Tres bon ,%,1.2,VOLATILE,1.17
2012,9,PLF,Confort et propreté de la chambre,Tres bon ,%,1.16,VOLATILE,1.7
2012,10,PLF,Confort et propreté de la chambre,Tres bon ,%,1.22,VOLATILE,1.14
2012,11,PLF,Confort et propreté de la chambre,Tres bon ,%,1.26,VOLATILE,1.14
2012,12,PLF,Confort et propreté de la chambre,Tres bon ,%,1.31,VOLATILE,1.27
2013,1,PLF,Confort et propreté de la chambre,Tres bon ,%,1.34,VOLATILE,0.94
2013,2,PLF,Confort et propreté de la chambre,Tres bon ,%,1.23,VOLATILE,1.15
2013,3,PLF,Confort et propreté de la chambre,Tres bon ,%,1.22,VOLATILE,1.1
2013,4,PLF,Confort et propreté de la chambre,Tres bon ,%,1.23,VOLATILE,1.27
2013,5,PLF,Confort et propreté de la chambre,Tres bon ,%,1.22,VOLATILE,1.46
2013,6,PLF,Confort et propreté de la chambre,Tres bon ,%,1.28,VOLATILE,1.56
2013,7,PLF,Confort et propreté de la chambre,Tres bon ,%,1.24,VOLATILE,1.18
2013,8,PLF,Confort et propreté de la chambre,Tres bon ,%,1.24,VOLATILE,1.18
2013,9,PLF,Confort et propreté de la chambre,Tres bon ,%,1.24,VOLATILE,1.59
2013,10,PLF,Confort et propreté de la chambre,Tres bon ,%,1.21,VOLATILE,1.1
2013,11,PLF,Confort et propreté de la chambre,Tres bon ,%,1.25,VOLATILE,1.25
2013,12,PLF,Confort et propreté de la chambre,Tres bon ,%,1.29,VOLATILE,1.21
2017,1,PLF,Confort et propreté de la chambre,Tres bon ,%,1.33,,0.93
2017,2,PLF,Confort et propreté de la chambre,Tres bon ,%,1.26,,1.16
2017,3,PLF,Confort et propreté de la chambre,Tres bon ,%,1.21,,1.09
2017,4,PLF,Confort et propreté de la chambre,Tres bon ,%,1.26,,1.25
2017,5,PLF,Confort et propreté de la chambre,Tres bon ,%,1.26,,1.46
2017,6,PLF,Confort et propreté de la chambre,Tres bon ,%,1.29,,1.57
2017,7,PLF,Confort et propreté de la chambre,Tres bon ,%,1.22,,1.16
2017,8,PLF,Confort et propreté de la chambre,Tres bon ,%,1.23,,1.16
2017,9,PLF,Confort et propreté de la chambre,Tres bon ,%,1.2,,1.6
2017,10,PLF,Confort et propreté de la chambre,Tres bon ,%,1.21,,1.08
2017,11,PLF,Confort et propreté de la chambre,Tres bon ,%,1.26,,1.26
2017,12,PLF,Confort et propreté de la chambre,Tres bon ,%,1.3,,1.21
2011,1,PLF,Confort et propreté de la chambre,Très mauvais,%,0.11,VOLATILE,0.08
2011,2,PLF,Confort et propreté de la chambre,Très mauvais,%,0.11,VOLATILE,0.09
2011,3,PLF,Confort et propreté de la chambre,Très mauvais,%,0.1,VOLATILE,0.1
2011,4,PLF,Confort et propreté de la chambre,Très mauvais,%,0.11,VOLATILE,0.11
2011,5,PLF,Confort et propreté de la chambre,Très mauvais,%,0.11,VOLATILE,0.12
2011,6,PLF,Confort et propreté de la chambre,Très mauvais,%,0.11,VOLATILE,0.13
2011,7,PLF,Confort et propreté de la chambre,Très mauvais,%,0.1,VOLATILE,0.1
2011,8,PLF,Confort et propreté de la chambre,Très mauvais,%,0.1,VOLATILE,0.1
2011,9,PLF,Confort et propreté de la chambre,Très mauvais,%,0.1,VOLATILE,0.13
2011,10,PLF,Confort et propreté de la chambre,Très mauvais,%,0.1,VOLATILE,0.1
2011,11,PLF,Confort et propreté de la chambre,Très mauvais,%,0.11,VOLATILE,0.1
2011,12,PLF,Confort et propreté de la chambre,Très mauvais,%,0.11,VOLATILE,0.1
2012,1,PLF,Confort et propreté de la chambre,Très mauvais,%,0.11,VOLATILE,0.08
2012,2,PLF,Confort et propreté de la chambre,Très mauvais,%,0.11,VOLATILE,0.09
2012,3,PLF,Confort et propreté de la chambre,Très mauvais,%,0.1,VOLATILE,0.1
2012,4,PLF,Confort et propreté de la chambre,Très mauvais,%,0.11,VOLATILE,0.11
2012,5,PLF,Confort et propreté de la chambre,Très mauvais,%,0.11,VOLATILE,0.12
2012,6,PLF,Confort et propreté de la chambre,Très mauvais,%,0.11,VOLATILE,0.13
2012,7,PLF,Confort et propreté de la chambre,Très mauvais,%,0.1,VOLATILE,0.1
2012,8,PLF,Confort et propreté de la chambre,Très mauvais,%,0.1,VOLATILE,0.1
2012,9,PLF,Confort et propreté de la chambre,Très mauvais,%,0.1,VOLATILE,0.13
2012,10,PLF,Confort et propreté de la chambre,Très mauvais,%,0.1,VOLATILE,0.1
2012,11,PLF,Confort et propreté de la chambre,Très mauvais,%,0.11,VOLATILE,0.1
2012,12,PLF,Confort et propreté de la chambre,Très mauvais,%,0.11,VOLATILE,0.1
2013,1,PLF,Confort et propreté de la chambre,Très mauvais,%,0.11,VOLATILE,0.08
2013,2,PLF,Confort et propreté de la chambre,Très mauvais,%,0.11,VOLATILE,0.09
2013,3,PLF,Confort et propreté de la chambre,Très mauvais,%,0.1,VOLATILE,0.1
2013,4,PLF,Confort et propreté de la chambre,Très mauvais,%,0.11,VOLATILE,0.11
2013,5,PLF,Confort et propreté de la chambre,Très mauvais,%,0.11,VOLATILE,0.12
2013,6,PLF,Confort et propreté de la chambre,Très mauvais,%,0.11,VOLATILE,0.13
2013,7,PLF,Confort et propreté de la chambre,Très mauvais,%,0.1,VOLATILE,0.1
2013,8,PLF,Confort et propreté de la chambre,Très mauvais,%,0.1,VOLATILE,0.1
2013,9,PLF,Confort et propreté de la chambre,Très mauvais,%,0.1,VOLATILE,0.13
2013,10,PLF,Confort et propreté de la chambre,Très mauvais,%,0.1,VOLATILE,0.1
2013,11,PLF,Confort et propreté de la chambre,Très mauvais,%,0.11,VOLATILE,0.1
2013,12,PLF,Confort et propreté de la chambre,Très mauvais,%,0.11,VOLATILE,0.1
2017,1,PLF,Confort et propreté de la chambre,Très mauvais,%,0.11,,0.08
2017,2,PLF,Confort et propreté de la chambre,Très mauvais,%,0.11,,0.09
2017,3,PLF,Confort et propreté de la chambre,Très mauvais,%,0.1,,0.1
2017,4,PLF,Confort et propreté de la chambre,Très mauvais,%,0.11,,0.11
2017,5,PLF,Confort et propreté de la chambre,Très mauvais,%,0.11,,0.12
2017,6,PLF,Confort et propreté de la chambre,Très mauvais,%,0.11,,0.13
2017,7,PLF,Confort et propreté de la chambre,Très mauvais,%,0.1,,0.1
2017,8,PLF,Confort et propreté de la chambre,Très mauvais,%,0.1,,0.1
2017,9,PLF,Confort et propreté de la chambre,Très mauvais,%,0.1,,0.13
2017,10,PLF,Confort et propreté de la chambre,Très mauvais,%,0.1,,0.1
2017,11,PLF,Confort et propreté de la chambre,Très mauvais,%,0.11,,0.1
2017,12,PLF,Confort et propreté de la chambre,Très mauvais,%,0.11,,0.1
2011,1,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,7.87,STABLE,7.62
2011,2,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,7.9,STABLE,7.82
2011,3,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,8.16,STABLE,8.22
2011,4,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,8.11,STABLE,7.62
2011,5,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,7.83,STABLE,7.73
2011,6,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,7.88,STABLE,7.94
2011,7,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,7.52,STABLE,8.52
2011,8,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,7.7,STABLE,7.9
2011,9,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,7.87,STABLE,7.54
2011,10,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,7.98,STABLE,7.62
2011,11,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,7.6,STABLE,7.79
2011,12,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,7.6,STABLE,7.68
2012,1,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,7.8,STABLE,8.45
2012,2,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,7.96,STABLE,7.91
2012,3,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,7.45,STABLE,8.43
2012,4,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,7.61,STABLE,8.1
2012,5,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,7.76,STABLE,7.64
2012,6,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,7.89,STABLE,7.51
2012,7,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,8.12,STABLE,7.9
2012,8,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,7.96,STABLE,8.3
2012,9,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,7.84,STABLE,6.95
2012,10,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,7.86,STABLE,6.93
2012,11,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,7.89,STABLE,8.21
2012,12,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,7.86,STABLE,7.65
2013,1,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,7.52,STABLE,7.68
2013,2,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,8.14,STABLE,8.39
2013,3,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,8.22,STABLE,8.15
2013,4,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,7.75,STABLE,7.56
2013,5,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,7.54,STABLE,8.56
2013,6,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,7.62,STABLE,7.9
2013,7,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,7.73,STABLE,7.39
2013,8,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,7.51,STABLE,7.42
2013,9,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,8.28,STABLE,7.92
2013,10,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,7.81,STABLE,6.72
2013,11,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,8.0,STABLE,8.19
2013,12,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,7.88,STABLE,8.13
2014,1,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,7.54,STABLE,8.51
2014,2,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,7.7,STABLE,7.97
2014,3,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,7.97,STABLE,8.02
2014,4,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,7.5,STABLE,7.6
2014,5,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,7.49,STABLE,7.1
2014,6,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,8.04,STABLE,7.7
2014,7,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,8.06,STABLE,8.63
2014,8,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,8.2,STABLE,8.14
2014,9,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,7.74,STABLE,7.22
2014,10,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,8.01,STABLE,7.83
2014,11,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,7.91,STABLE,7.35
2014,12,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,7.84,STABLE,7.93
2015,1,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,7.74,STABLE,8.4
2015,2,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,7.63,STABLE,8.54
2015,3,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,8.13,STABLE,8.65
2015,4,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,7.61,STABLE,7.37
2015,5,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,7.46,STABLE,7.86
2015,6,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,8.03,STABLE,7.13
2015,7,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,8.07,STABLE,7.89
2015,8,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,7.65,STABLE,7.62
2015,9,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,7.74,STABLE,8.16
2015,10,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,8.56,STABLE,7.64
2015,11,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,7.64,STABLE,7.15
2015,12,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,7.75,STABLE,7.59
2016,1,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,7.78,STABLE,8.01
2016,2,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,7.68,STABLE,7.95
2016,3,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,7.91,STABLE,7.43
2016,4,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,7.92,STABLE,7.73
2016,5,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,7.81,STABLE,8.19
2016,6,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,7.96,STABLE,7.33
2016,7,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,7.97,STABLE,8.5
2016,8,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,7.54,STABLE,7.86
2016,9,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,7.74,STABLE,7.42
2016,10,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,7.97,STABLE,8.0
2016,11,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,7.78,STABLE,8.29
2016,12,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,7.94,STABLE,7.3
2017,1,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,7.68,,8.34
2017,2,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,7.71,,8.3
2017,3,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,8.03,,8.35
2017,4,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,7.68,,7.52
2017,5,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,7.57,,7.77
2017,6,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,7.98,,7.39
2017,7,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,8.02,,8.06
2017,8,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,7.73,,7.78
2017,9,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,7.79,,7.79
2017,10,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,8.23,,7.57
2017,11,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,7.76,,7.46
2017,12,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,,7.83,,7.71
2011,1,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Evaluation par un rééducateur,,6.04,STABLE,5.5
2011,2,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Evaluation par un rééducateur,,6.34,STABLE,6.2
2011,3,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Evaluation par un rééducateur,,5.63,STABLE,5.8
2011,4,PLF,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Evaluation par un rééducateur,,5.9,STABLE,5.85
