year,month,site_code,indicateur,sous_indicateur,unite,value,value_crise,type
2015,4,PLF,Les moyens humaines,"Praticiens attachés, internes, FFI",personnes,33.0,57.0,VOLATILE
2015,5,PLF,Les moyens humaines,"Praticiens attachés, internes, FFI",personnes,34.0,56.0,VOLATILE
2015,6,PLF,Les moyens humaines,"Praticiens attachés, internes, FFI",personnes,34.0,34.0,VOLATILE
2015,7,PLF,Les moyens humaines,"Praticiens attachés, internes, FFI",personnes,29.0,32.0,VOLATILE
2015,8,PLF,Les moyens humaines,"Praticiens attachés, internes, FFI",personnes,37.0,32.0,VOLATILE
2015,9,PLF,Les moyens humaines,"Praticiens attachés, internes, FFI",personnes,38.0,45.0,VOLATILE
2015,10,PLF,Les moyens humaines,"Praticiens attachés, internes, FFI",personnes,36.0,46.0,VOLATILE
2015,11,PLF,Les moyens humaines,"Praticiens attachés, internes, FFI",personnes,34.0,51.0,VOLATILE
2015,12,PLF,Les moyens humaines,"Praticiens attachés, internes, FFI",personnes,34.0,62.0,VOLATILE
2016,1,PLF,Les moyens humaines,"Praticiens attachés, internes, FFI",personnes,43.0,74.0,VOLATILE
2016,2,PLF,Les moyens humaines,"Praticiens attachés, internes, FFI",personnes,38.0,64.0,VOLATILE
2016,3,PLF,Les moyens humaines,"Praticiens attachés, internes, FFI",personnes,30.0,49.0,VOLATILE
2016,4,PLF,Les moyens humaines,"Praticiens attachés, internes, FFI",personnes,32.0,60.0,VOLATILE
2016,5,PLF,Les moyens humaines,"Praticiens attachés, internes, FFI",personnes,36.0,52.0,VOLATILE
2016,6,PLF,Les moyens humaines,"Praticiens attachés, internes, FFI",personnes,34.0,31.0,VOLATILE
2016,7,PLF,Les moyens humaines,"Praticiens attachés, internes, FFI",personnes,30.0,29.0,VOLATILE
2016,8,PLF,Les moyens humaines,"Praticiens attachés, internes, FFI",personnes,39.0,32.0,VOLATILE
2016,9,PLF,Les moyens humaines,"Praticiens attachés, internes, FFI",personnes,38.0,44.0,VOLATILE
2016,10,PLF,Les moyens humaines,"Praticiens attachés, internes, FFI",personnes,38.0,44.0,VOLATILE
2016,11,PLF,Les moyens humaines,"Praticiens attachés, internes, FFI",personnes,32.0,48.0,VOLATILE
2016,12,PLF,Les moyens humaines,"Praticiens attachés, internes, FFI",personnes,34.0,67.0,VOLATILE
2017,1,PLF,Les moyens humaines,"Praticiens attachés, internes, FFI",personnes,44.8,75.02,
2017,2,PLF,Les moyens humaines,"Praticiens attachés, internes, FFI",personnes,40.76,66.06,
2017,3,PLF,Les moyens humaines,"Praticiens attachés, internes, FFI",personnes,32.07,52.16,
2017,4,PLF,Les moyens humaines,"Praticiens attachés, internes, FFI",personnes,34.66,62.07,
2017,5,PLF,Les moyens humaines,"Praticiens attachés, internes, FFI",personnes,37.16,55.59,
2017,6,PLF,Les moyens humaines,"Praticiens attachés, internes, FFI",personnes,35.99,34.38,
2017,7,PLF,Les moyens humaines,"Praticiens attachés, internes, FFI",personnes,31.8,32.38,
2017,8,PLF,Les moyens humaines,"Praticiens attachés, internes, FFI",personnes,40.18,34.72,
2017,9,PLF,Les moyens humaines,"Praticiens attachés, internes, FFI",personnes,40.05,46.94,
2017,10,PLF,Les moyens humaines,"Praticiens attachés, internes, FFI",personnes,39.34,47.16,
2017,11,PLF,Les moyens humaines,"Praticiens attachés, internes, FFI",personnes,34.95,51.37,
2017,12,PLF,Les moyens humaines,"Praticiens attachés, internes, FFI",personnes,36.08,68.63,
2011,1,PLF,Les moyens humaines,Praticiens contractuels,personnes,40.0,61.0,VOLATILE
2011,2,PLF,Les moyens humaines,Praticiens contractuels,personnes,36.0,66.0,VOLATILE
2011,3,PLF,Les moyens humaines,Praticiens contractuels,personnes,29.0,50.0,VOLATILE
2011,4,PLF,Les moyens humaines,Praticiens contractuels,personnes,34.0,58.0,VOLATILE
2011,5,PLF,Les moyens humaines,Praticiens contractuels,personnes,32.0,47.0,VOLATILE
2011,6,PLF,Les moyens humaines,Praticiens contractuels,personnes,32.0,31.0,VOLATILE
2011,7,PLF,Les moyens humaines,Praticiens contractuels,personnes,28.0,26.0,VOLATILE
2011,8,PLF,Les moyens humaines,Praticiens contractuels,personnes,39.0,31.0,VOLATILE
2011,9,PLF,Les moyens humaines,Praticiens contractuels,personnes,36.0,47.0,VOLATILE
2011,10,PLF,Les moyens humaines,Praticiens contractuels,personnes,36.0,44.0,VOLATILE
2011,11,PLF,Les moyens humaines,Praticiens contractuels,personnes,32.0,50.0,VOLATILE
2011,12,PLF,Les moyens humaines,Praticiens contractuels,personnes,33.0,59.0,VOLATILE
2012,1,PLF,Les moyens humaines,Praticiens contractuels,personnes,40.0,64.0,VOLATILE
2012,2,PLF,Les moyens humaines,Praticiens contractuels,personnes,37.0,59.0,VOLATILE
2012,3,PLF,Les moyens humaines,Praticiens contractuels,personnes,28.0,50.0,VOLATILE
2012,4,PLF,Les moyens humaines,Praticiens contractuels,personnes,33.0,57.0,VOLATILE
2012,5,PLF,Les moyens humaines,Praticiens contractuels,personnes,33.0,51.0,VOLATILE
2012,6,PLF,Les moyens humaines,Praticiens contractuels,personnes,33.0,31.0,VOLATILE
2012,7,PLF,Les moyens humaines,Praticiens contractuels,personnes,29.0,29.0,VOLATILE
2012,8,PLF,Les moyens humaines,Praticiens contractuels,personnes,37.0,32.0,VOLATILE
2012,9,PLF,Les moyens humaines,Praticiens contractuels,personnes,35.0,43.0,VOLATILE
2012,10,PLF,Les moyens humaines,Praticiens contractuels,personnes,37.0,42.0,VOLATILE
2012,11,PLF,Les moyens humaines,Praticiens contractuels,personnes,32.0,50.0,VOLATILE
2012,12,PLF,Les moyens humaines,Praticiens contractuels,personnes,34.0,65.0,VOLATILE
2013,1,PLF,Les moyens humaines,Praticiens contractuels,personnes,35.0,55.0,VOLATILE
2013,2,PLF,Les moyens humaines,Praticiens contractuels,personnes,31.0,54.0,VOLATILE
2013,3,PLF,Les moyens humaines,Praticiens contractuels,personnes,25.0,40.0,VOLATILE
2013,4,PLF,Les moyens humaines,Praticiens contractuels,personnes,27.0,50.0,VOLATILE
2013,5,PLF,Les moyens humaines,Praticiens contractuels,personnes,27.0,42.0,VOLATILE
2013,6,PLF,Les moyens humaines,Praticiens contractuels,personnes,28.0,28.0,VOLATILE
2013,7,PLF,Les moyens humaines,Praticiens contractuels,personnes,25.0,23.0,VOLATILE
2013,8,PLF,Les moyens humaines,Praticiens contractuels,personnes,33.0,28.0,VOLATILE
2013,9,PLF,Les moyens humaines,Praticiens contractuels,personnes,33.0,35.0,VOLATILE
2013,10,PLF,Les moyens humaines,Praticiens contractuels,personnes,32.0,40.0,VOLATILE
2013,11,PLF,Les moyens humaines,Praticiens contractuels,personnes,28.0,43.0,VOLATILE
2013,12,PLF,Les moyens humaines,Praticiens contractuels,personnes,28.0,55.0,VOLATILE
2014,1,PLF,Les moyens humaines,Praticiens contractuels,personnes,29.0,46.0,VOLATILE
2014,2,PLF,Les moyens humaines,Praticiens contractuels,personnes,26.0,41.0,VOLATILE
2014,3,PLF,Les moyens humaines,Praticiens contractuels,personnes,21.0,39.0,VOLATILE
2014,4,PLF,Les moyens humaines,Praticiens contractuels,personnes,25.0,38.0,VOLATILE
2014,5,PLF,Les moyens humaines,Praticiens contractuels,personnes,23.0,38.0,VOLATILE
2014,6,PLF,Les moyens humaines,Praticiens contractuels,personnes,25.0,23.0,VOLATILE
2014,7,PLF,Les moyens humaines,Praticiens contractuels,personnes,20.0,21.0,VOLATILE
2014,8,PLF,Les moyens humaines,Praticiens contractuels,personnes,27.0,23.0,VOLATILE
2014,9,PLF,Les moyens humaines,Praticiens contractuels,personnes,27.0,34.0,VOLATILE
2014,10,PLF,Les moyens humaines,Praticiens contractuels,personnes,26.0,34.0,VOLATILE
2014,11,PLF,Les moyens humaines,Praticiens contractuels,personnes,25.0,32.0,VOLATILE
2014,12,PLF,Les moyens humaines,Praticiens contractuels,personnes,22.0,45.0,VOLATILE
2015,1,PLF,Les moyens humaines,Praticiens contractuels,personnes,25.0,39.0,VOLATILE
2015,2,PLF,Les moyens humaines,Praticiens contractuels,personnes,20.0,34.0,VOLATILE
2015,3,PLF,Les moyens humaines,Praticiens contractuels,personnes,17.0,28.0,VOLATILE
2015,4,PLF,Les moyens humaines,Praticiens contractuels,personnes,20.0,35.0,VOLATILE
2015,5,PLF,Les moyens humaines,Praticiens contractuels,personnes,18.0,30.0,VOLATILE
2015,6,PLF,Les moyens humaines,Praticiens contractuels,personnes,19.0,21.0,VOLATILE
2015,7,PLF,Les moyens humaines,Praticiens contractuels,personnes,18.0,17.0,VOLATILE
2015,8,PLF,Les moyens humaines,Praticiens contractuels,personnes,21.0,20.0,VOLATILE
2015,9,PLF,Les moyens humaines,Praticiens contractuels,personnes,22.0,24.0,VOLATILE
2015,10,PLF,Les moyens humaines,Praticiens contractuels,personnes,23.0,27.0,VOLATILE
2015,11,PLF,Les moyens humaines,Praticiens contractuels,personnes,19.0,28.0,VOLATILE
2015,12,PLF,Les moyens humaines,Praticiens contractuels,personnes,20.0,34.0,VOLATILE
2016,1,PLF,Les moyens humaines,Praticiens contractuels,personnes,23.0,39.0,VOLATILE
2016,2,PLF,Les moyens humaines,Praticiens contractuels,personnes,22.0,40.0,VOLATILE
2016,3,PLF,Les moyens humaines,Praticiens contractuels,personnes,18.0,27.0,VOLATILE
2016,4,PLF,Les moyens humaines,Praticiens contractuels,personnes,20.0,31.0,VOLATILE
2016,5,PLF,Les moyens humaines,Praticiens contractuels,personnes,19.0,28.0,VOLATILE
2016,6,PLF,Les moyens humaines,Praticiens contractuels,personnes,20.0,19.0,VOLATILE
2016,7,PLF,Les moyens humaines,Praticiens contractuels,personnes,17.0,17.0,VOLATILE
2016,8,PLF,Les moyens humaines,Praticiens contractuels,personnes,23.0,18.0,VOLATILE
2016,9,PLF,Les moyens humaines,Praticiens contractuels,personnes,21.0,24.0,VOLATILE
2016,10,PLF,Les moyens humaines,Praticiens contractuels,personnes,21.0,27.0,VOLATILE
2016,11,PLF,Les moyens humaines,Praticiens contractuels,personnes,19.0,31.0,VOLATILE
2016,12,PLF,Les moyens humaines,Praticiens contractuels,personnes,19.0,38.0,VOLATILE
2017,1,PLF,Les moyens humaines,Praticiens contractuels,personnes,21.56,37.53,
2017,2,PLF,Les moyens humaines,Praticiens contractuels,personnes,19.24,36.38,
2017,3,PLF,Les moyens humaines,Praticiens contractuels,personnes,15.36,25.75,
2017,4,PLF,Les moyens humaines,Praticiens contractuels,personnes,17.83,30.23,
2017,5,PLF,Les moyens humaines,Praticiens contractuels,personnes,16.48,26.83,
2017,6,PLF,Les moyens humaines,Praticiens contractuels,personnes,17.55,17.11,
2017,7,PLF,Les moyens humaines,Praticiens contractuels,personnes,14.98,14.57,
2017,8,PLF,Les moyens humaines,Praticiens contractuels,personnes,20.23,16.23,
2017,9,PLF,Les moyens humaines,Praticiens contractuels,personnes,19.3,22.27,
2017,10,PLF,Les moyens humaines,Praticiens contractuels,personnes,19.51,25.04,
2017,11,PLF,Les moyens humaines,Praticiens contractuels,personnes,16.94,27.93,
2017,12,PLF,Les moyens humaines,Praticiens contractuels,personnes,17.02,35.38,
2011,1,PLF,Les moyens humaines,Total en ETP,personnes,98.0,141.0,STABLE
2011,2,PLF,Les moyens humaines,Total en ETP,personnes,98.0,127.0,STABLE
2011,3,PLF,Les moyens humaines,Total en ETP,personnes,101.0,130.0,STABLE
2011,4,PLF,Les moyens humaines,Total en ETP,personnes,101.0,133.0,STABLE
2011,5,PLF,Les moyens humaines,Total en ETP,personnes,97.0,139.0,STABLE
2011,6,PLF,Les moyens humaines,Total en ETP,personnes,92.0,124.0,STABLE
2011,7,PLF,Les moyens humaines,Total en ETP,personnes,82.0,120.0,STABLE
2011,8,PLF,Les moyens humaines,Total en ETP,personnes,90.0,135.0,STABLE
2011,9,PLF,Les moyens humaines,Total en ETP,personnes,103.0,149.0,STABLE
2011,10,PLF,Les moyens humaines,Total en ETP,personnes,105.0,143.0,STABLE
2011,11,PLF,Les moyens humaines,Total en ETP,personnes,100.0,144.0,STABLE
2011,12,PLF,Les moyens humaines,Total en ETP,personnes,94.0,139.0,STABLE
2012,1,PLF,Les moyens humaines,Total en ETP,personnes,97.0,133.0,STABLE
2012,2,PLF,Les moyens humaines,Total en ETP,personnes,99.0,139.0,STABLE
2012,3,PLF,Les moyens humaines,Total en ETP,personnes,92.0,146.0,STABLE
2012,4,PLF,Les moyens humaines,Total en ETP,personnes,94.0,138.0,STABLE
2012,5,PLF,Les moyens humaines,Total en ETP,personnes,96.0,125.0,STABLE
2012,6,PLF,Les moyens humaines,Total en ETP,personnes,92.0,128.0,STABLE
2012,7,PLF,Les moyens humaines,Total en ETP,personnes,89.0,126.0,STABLE
2012,8,PLF,Les moyens humaines,Total en ETP,personnes,93.0,127.0,STABLE
2012,9,PLF,Les moyens humaines,Total en ETP,personnes,103.0,143.0,STABLE
2012,10,PLF,Les moyens humaines,Total en ETP,personnes,103.0,142.0,STABLE
2012,11,PLF,Les moyens humaines,Total en ETP,personnes,104.0,140.0,STABLE
2012,12,PLF,Les moyens humaines,Total en ETP,personnes,98.0,139.0,STABLE
2013,1,PLF,Les moyens humaines,Total en ETP,personnes,93.0,127.0,STABLE
2013,2,PLF,Les moyens humaines,Total en ETP,personnes,101.0,141.0,STABLE
2013,3,PLF,Les moyens humaines,Total en ETP,personnes,102.0,127.0,STABLE
2013,4,PLF,Les moyens humaines,Total en ETP,personnes,96.0,141.0,STABLE
2013,5,PLF,Les moyens humaines,Total en ETP,personnes,93.0,141.0,STABLE
2013,6,PLF,Les moyens humaines,Total en ETP,personnes,89.0,119.0,STABLE
2013,7,PLF,Les moyens humaines,Total en ETP,personnes,84.0,126.0,STABLE
2013,8,PLF,Les moyens humaines,Total en ETP,personnes,87.0,132.0,STABLE
2013,9,PLF,Les moyens humaines,Total en ETP,personnes,109.0,137.0,STABLE
2013,10,PLF,Les moyens humaines,Total en ETP,personnes,103.0,140.0,STABLE
2013,11,PLF,Les moyens humaines,Total en ETP,personnes,105.0,154.0,STABLE
2013,12,PLF,Les moyens humaines,Total en ETP,personnes,98.0,140.0,STABLE
2017,1,PLF,Les moyens humaines,Total en ETP,personnes,92.67,126.88,
2017,2,PLF,Les moyens humaines,Total en ETP,personnes,101.05,142.5,
2017,3,PLF,Les moyens humaines,Total en ETP,personnes,100.38,131.03,
2017,4,PLF,Les moyens humaines,Total en ETP,personnes,94.78,141.56,
2017,5,PLF,Les moyens humaines,Total en ETP,personnes,92.78,138.01,
2017,6,PLF,Les moyens humaines,Total en ETP,personnes,88.94,120.61,
2017,7,PLF,Les moyens humaines,Total en ETP,personnes,85.07,126.97,
2017,8,PLF,Les moyens humaines,Total en ETP,personnes,87.45,130.81,
2017,9,PLF,Les moyens humaines,Total en ETP,personnes,108.85,137.12,
2017,10,PLF,Les moyens humaines,Total en ETP,personnes,102.59,140.33,
2017,11,PLF,Les moyens humaines,Total en ETP,personnes,105.53,152.42,
2017,12,PLF,Les moyens humaines,Total en ETP,personnes,98.49,140.04,
2011,1,PLF,Les moyens humaines,Total médecins (effectif physique),personnes,178.0,309.0,VOLATILE
2011,2,PLF,Les moyens humaines,Total médecins (effectif physique),personnes,163.0,269.0,VOLATILE
2011,3,PLF,Les moyens humaines,Total médecins (effectif physique),personnes,132.0,219.0,VOLATILE
2011,4,PLF,Les moyens humaines,Total médecins (effectif physique),personnes,141.0,257.0,VOLATILE
2011,5,PLF,Les moyens humaines,Total médecins (effectif physique),personnes,141.0,213.0,VOLATILE
2011,6,PLF,Les moyens humaines,Total médecins (effectif physique),personnes,152.0,136.0,VOLATILE
2011,7,PLF,Les moyens humaines,Total médecins (effectif physique),personnes,133.0,124.0,VOLATILE
2011,8,PLF,Les moyens humaines,Total médecins (effectif physique),personnes,174.0,136.0,VOLATILE
2011,9,PLF,Les moyens humaines,Total médecins (effectif physique),personnes,164.0,197.0,VOLATILE
2011,10,PLF,Les moyens humaines,Total médecins (effectif physique),personnes,170.0,190.0,VOLATILE
2011,11,PLF,Les moyens humaines,Total médecins (effectif physique),personnes,149.0,237.0,VOLATILE
2011,12,PLF,Les moyens humaines,Total médecins (effectif physique),personnes,148.0,297.0,VOLATILE
2012,1,PLF,Les moyens humaines,Total médecins (effectif physique),personnes,182.0,311.0,VOLATILE
2012,2,PLF,Les moyens humaines,Total médecins (effectif physique),personnes,162.0,271.0,VOLATILE
2012,3,PLF,Les moyens humaines,Total médecins (effectif physique),personnes,134.0,232.0,VOLATILE
2012,4,PLF,Les moyens humaines,Total médecins (effectif physique),personnes,144.0,242.0,VOLATILE
2012,5,PLF,Les moyens humaines,Total médecins (effectif physique),personnes,141.0,222.0,VOLATILE
2012,6,PLF,Les moyens humaines,Total médecins (effectif physique),personnes,151.0,139.0,VOLATILE
2012,7,PLF,Les moyens humaines,Total médecins (effectif physique),personnes,133.0,134.0,VOLATILE
2012,8,PLF,Les moyens humaines,Total médecins (effectif physique),personnes,162.0,153.0,VOLATILE
2012,9,PLF,Les moyens humaines,Total médecins (effectif physique),personnes,164.0,191.0,VOLATILE
2012,10,PLF,Les moyens humaines,Total médecins (effectif physique),personnes,182.0,199.0,VOLATILE
2012,11,PLF,Les moyens humaines,Total médecins (effectif physique),personnes,144.0,194.0,VOLATILE
2012,12,PLF,Les moyens humaines,Total médecins (effectif physique),personnes,146.0,296.0,VOLATILE
2013,1,PLF,Les moyens humaines,Total médecins (effectif physique),personnes,184.0,293.0,VOLATILE
2013,2,PLF,Les moyens humaines,Total médecins (effectif physique),personnes,163.0,285.0,VOLATILE
2013,3,PLF,Les moyens humaines,Total médecins (effectif physique),personnes,131.0,220.0,VOLATILE
2013,4,PLF,Les moyens humaines,Total médecins (effectif physique),personnes,150.0,234.0,VOLATILE
2013,5,PLF,Les moyens humaines,Total médecins (effectif physique),personnes,147.0,242.0,VOLATILE
2013,6,PLF,Les moyens humaines,Total médecins (effectif physique),personnes,150.0,146.0,VOLATILE
2013,7,PLF,Les moyens humaines,Total médecins (effectif physique),personnes,132.0,124.0,VOLATILE
2013,8,PLF,Les moyens humaines,Total médecins (effectif physique),personnes,160.0,135.0,VOLATILE
2013,9,PLF,Les moyens humaines,Total médecins (effectif physique),personnes,164.0,198.0,VOLATILE
2013,10,PLF,Les moyens humaines,Total médecins (effectif physique),personnes,169.0,204.0,VOLATILE
2013,11,PLF,Les moyens humaines,Total médecins (effectif physique),personnes,147.0,216.0,VOLATILE
2013,12,PLF,Les moyens humaines,Total médecins (effectif physique),personnes,150.0,288.0,VOLATILE
2017,1,PLF,Les moyens humaines,Total médecins (effectif physique),personnes,185.7,305.49,
2017,2,PLF,Les moyens humaines,Total médecins (effectif physique),personnes,163.57,277.28,
2017,3,PLF,Les moyens humaines,Total médecins (effectif physique),personnes,131.8,227.04,
2017,4,PLF,Les moyens humaines,Total médecins (effectif physique),personnes,151.26,242.53,
2017,5,PLF,Les moyens humaines,Total médecins (effectif physique),personnes,147.82,229.52,
2017,6,PLF,Les moyens humaines,Total médecins (effectif physique),personnes,150.41,142.55,
2017,7,PLF,Les moyens humaines,Total médecins (effectif physique),personnes,132.56,130.22,
2017,8,PLF,Les moyens humaines,Total médecins (effectif physique),personnes,158.75,145.24,
2017,9,PLF,Les moyens humaines,Total médecins (effectif physique),personnes,164.6,195.83,
2017,10,PLF,Les moyens humaines,Total médecins (effectif physique),personnes,170.88,200.93,
2017,11,PLF,Les moyens humaines,Total médecins (effectif physique),personnes,146.95,209.74,
2017,12,PLF,Les moyens humaines,Total médecins (effectif physique),personnes,150.34,294.17,
2011,1,PLF,Les moyens humaines,Total étudiants (hors ETP),personnes,53.0,86.0,VOLATILE
2011,2,PLF,Les moyens humaines,Total étudiants (hors ETP),personnes,50.0,76.0,VOLATILE
2011,3,PLF,Les moyens humaines,Total étudiants (hors ETP),personnes,34.0,60.0,VOLATILE
2011,4,PLF,Les moyens humaines,Total étudiants (hors ETP),personnes,41.0,77.0,VOLATILE
2011,5,PLF,Les moyens humaines,Total étudiants (hors ETP),personnes,43.0,64.0,VOLATILE
2011,6,PLF,Les moyens humaines,Total étudiants (hors ETP),personnes,43.0,42.0,VOLATILE
2011,7,PLF,Les moyens humaines,Total étudiants (hors ETP),personnes,38.0,40.0,VOLATILE
2011,8,PLF,Les moyens humaines,Total étudiants (hors ETP),personnes,47.0,38.0,VOLATILE
2011,9,PLF,Les moyens humaines,Total étudiants (hors ETP),personnes,48.0,58.0,VOLATILE
2011,10,PLF,Les moyens humaines,Total étudiants (hors ETP),personnes,50.0,53.0,VOLATILE
2011,11,PLF,Les moyens humaines,Total étudiants (hors ETP),personnes,42.0,59.0,VOLATILE
2011,12,PLF,Les moyens humaines,Total étudiants (hors ETP),personnes,43.0,88.0,VOLATILE
2012,1,PLF,Les moyens humaines,Total étudiants (hors ETP),personnes,52.0,82.0,VOLATILE
2012,2,PLF,Les moyens humaines,Total étudiants (hors ETP),personnes,48.0,82.0,VOLATILE
2012,3,PLF,Les moyens humaines,Total étudiants (hors ETP),personnes,36.0,63.0,VOLATILE
2012,4,PLF,Les moyens humaines,Total étudiants (hors ETP),personnes,43.0,73.0,VOLATILE
2012,5,PLF,Les moyens humaines,Total étudiants (hors ETP),personnes,44.0,61.0,VOLATILE
2012,6,PLF,Les moyens humaines,Total étudiants (hors ETP),personnes,44.0,40.0,VOLATILE
2012,7,PLF,Les moyens humaines,Total étudiants (hors ETP),personnes,36.0,37.0,VOLATILE
2012,8,PLF,Les moyens humaines,Total étudiants (hors ETP),personnes,48.0,35.0,VOLATILE
2012,9,PLF,Les moyens humaines,Total étudiants (hors ETP),personnes,47.0,56.0,VOLATILE
2012,10,PLF,Les moyens humaines,Total étudiants (hors ETP),personnes,47.0,61.0,VOLATILE
2012,11,PLF,Les moyens humaines,Total étudiants (hors ETP),personnes,43.0,65.0,VOLATILE
2012,12,PLF,Les moyens humaines,Total étudiants (hors ETP),personnes,41.0,88.0,VOLATILE
2013,1,PLF,Les moyens humaines,Total étudiants (hors ETP),personnes,51.0,77.0,VOLATILE
2013,2,PLF,Les moyens humaines,Total étudiants (hors ETP),personnes,48.0,71.0,VOLATILE
2013,3,PLF,Les moyens humaines,Total étudiants (hors ETP),personnes,39.0,68.0,VOLATILE
2013,4,PLF,Les moyens humaines,Total étudiants (hors ETP),personnes,41.0,70.0,VOLATILE
2013,5,PLF,Les moyens humaines,Total étudiants (hors ETP),personnes,42.0,74.0,VOLATILE
2013,6,PLF,Les moyens humaines,Total étudiants (hors ETP),personnes,42.0,42.0,VOLATILE
2013,7,PLF,Les moyens humaines,Total étudiants (hors ETP),personnes,37.0,37.0,VOLATILE
2013,8,PLF,Les moyens humaines,Total étudiants (hors ETP),personnes,48.0,42.0,VOLATILE
2013,9,PLF,Les moyens humaines,Total étudiants (hors ETP),personnes,46.0,58.0,VOLATILE
2013,10,PLF,Les moyens humaines,Total étudiants (hors ETP),personnes,48.0,59.0,VOLATILE
2013,11,PLF,Les moyens humaines,Total étudiants (hors ETP),personnes,43.0,65.0,VOLATILE
2013,12,PLF,Les moyens humaines,Total étudiants (hors ETP),personnes,45.0,80.0,VOLATILE
2017,1,PLF,Les moyens humaines,Total étudiants (hors ETP),personnes,51.41,77.31,
2017,2,PLF,Les moyens humaines,Total étudiants (hors ETP),personnes,48.56,74.01,
2017,3,PLF,Les moyens humaines,Total étudiants (hors ETP),personnes,36.24,65.81,
2017,4,PLF,Les moyens humaines,Total étudiants (hors ETP),personnes,41.57,71.2,
2017,5,PLF,Les moyens humaines,Total étudiants (hors ETP),personnes,42.9,70.39,
2017,6,PLF,Les moyens humaines,Total étudiants (hors ETP),personnes,42.9,41.5,
2017,7,PLF,Les moyens humaines,Total étudiants (hors ETP),personnes,36.9,37.06,
2017,8,PLF,Les moyens humaines,Total étudiants (hors ETP),personnes,47.57,40.15,
2017,9,PLF,Les moyens humaines,Total étudiants (hors ETP),personnes,46.9,57.46,
2017,10,PLF,Les moyens humaines,Total étudiants (hors ETP),personnes,48.23,58.63,
2017,11,PLF,Les moyens humaines,Total étudiants (hors ETP),personnes,42.57,64.36,
2017,12,PLF,Les moyens humaines,Total étudiants (hors ETP),personnes,42.9,81.9,
2011,1,PLF,Personnel non medical,Personnel administratif,personnes,59.0,78.0,STABLE
2011,2,PLF,Personnel non medical,Personnel administratif,personnes,57.0,81.0,STABLE
2011,3,PLF,Personnel non medical,Personnel administratif,personnes,57.0,82.0,STABLE
2011,4,PLF,Personnel non medical,Personnel administratif,personnes,56.0,85.0,STABLE
2011,5,PLF,Personnel non medical,Personnel administratif,personnes,56.0,82.0,STABLE
2011,6,PLF,Personnel non medical,Personnel administratif,personnes,52.0,68.0,STABLE
2011,7,PLF,Personnel non medical,Personnel administratif,personnes,52.0,67.0,STABLE
2011,8,PLF,Personnel non medical,Personnel administratif,personnes,56.0,74.0,STABLE
2011,9,PLF,Personnel non medical,Personnel administratif,personnes,62.0,90.0,STABLE
2011,10,PLF,Personnel non medical,Personnel administratif,personnes,62.0,92.0,STABLE
2011,11,PLF,Personnel non medical,Personnel administratif,personnes,62.0,89.0,STABLE
2011,12,PLF,Personnel non medical,Personnel administratif,personnes,58.0,74.0,STABLE
2012,1,PLF,Personnel non medical,Personnel administratif,personnes,56.0,82.0,STABLE
2012,2,PLF,Personnel non medical,Personnel administratif,personnes,57.0,82.0,STABLE
2012,3,PLF,Personnel non medical,Personnel administratif,personnes,57.0,80.0,STABLE
2012,4,PLF,Personnel non medical,Personnel administratif,personnes,57.0,82.0,STABLE
2012,5,PLF,Personnel non medical,Personnel administratif,personnes,60.0,78.0,STABLE
2012,6,PLF,Personnel non medical,Personnel administratif,personnes,55.0,76.0,STABLE
2012,7,PLF,Personnel non medical,Personnel administratif,personnes,51.0,65.0,STABLE
2012,8,PLF,Personnel non medical,Personnel administratif,personnes,55.0,76.0,STABLE
2012,9,PLF,Personnel non medical,Personnel administratif,personnes,59.0,86.0,STABLE
2012,10,PLF,Personnel non medical,Personnel administratif,personnes,63.0,84.0,STABLE
2012,11,PLF,Personnel non medical,Personnel administratif,personnes,60.0,95.0,STABLE
2012,12,PLF,Personnel non medical,Personnel administratif,personnes,57.0,75.0,STABLE
2013,1,PLF,Personnel non medical,Personnel administratif,personnes,60.0,86.0,STABLE
2013,2,PLF,Personnel non medical,Personnel administratif,personnes,58.0,81.0,STABLE
2013,3,PLF,Personnel non medical,Personnel administratif,personnes,58.0,81.0,STABLE
2013,4,PLF,Personnel non medical,Personnel administratif,personnes,57.0,80.0,STABLE
2013,5,PLF,Personnel non medical,Personnel administratif,personnes,59.0,82.0,STABLE
2013,6,PLF,Personnel non medical,Personnel administratif,personnes,55.0,75.0,STABLE
2013,7,PLF,Personnel non medical,Personnel administratif,personnes,50.0,69.0,STABLE
2013,8,PLF,Personnel non medical,Personnel administratif,personnes,54.0,73.0,STABLE
2013,9,PLF,Personnel non medical,Personnel administratif,personnes,58.0,84.0,STABLE
2013,10,PLF,Personnel non medical,Personnel administratif,personnes,62.0,86.0,STABLE
2013,11,PLF,Personnel non medical,Personnel administratif,personnes,61.0,84.0,STABLE
2013,12,PLF,Personnel non medical,Personnel administratif,personnes,54.0,80.0,STABLE
2014,1,PLF,Personnel non medical,Personnel administratif,personnes,58.0,84.0,STABLE
2014,2,PLF,Personnel non medical,Personnel administratif,personnes,58.0,81.0,STABLE
2014,3,PLF,Personnel non medical,Personnel administratif,personnes,62.0,78.0,STABLE
2014,4,PLF,Personnel non medical,Personnel administratif,personnes,56.0,82.0,STABLE
2014,5,PLF,Personnel non medical,Personnel administratif,personnes,55.0,78.0,STABLE
2014,6,PLF,Personnel non medical,Personnel administratif,personnes,55.0,74.0,STABLE
